#YY  MM DD hh mm WVHT  SwH  SwP  WWH  WWP SwD WWD  STEEPNESS  APD MWD
#yr  mo dy hr mn    m    m  sec    m  sec  -  degT     -      sec degT
2021 03 21 07 26  2.1  0.8 11.8  1.9  5.6   W WNW VERY_STEEP  5.8 286
2021 03 21 06 56  2.1  0.8 13.3  2.0  6.2 WSW WNW VERY_STEEP  5.7 283
2021 03 21 06 26  2.2  0.9 12.5  2.0  5.9   W WNW VERY_STEEP  5.8 286
2021 03 21 05 56  2.2  0.8 13.3  2.0  6.7   W   W VERY_STEEP  5.7 279
2021 03 21 05 26  2.1  0.9 11.8  1.9  6.2   W WNW VERY_STEEP  5.7 289
2021 03 21 04 56  2.4  0.9 13.3  2.2  6.7   W WNW VERY_STEEP  5.9 288
2021 03 21 04 26  2.5  0.9 11.8  2.3  6.7   W WNW VERY_STEEP  5.9 283
2021 03 21 03 56  2.3  0.9 11.8  2.1  6.2   W WNW VERY_STEEP  5.7 289
2021 03 21 03 26  2.4  0.9 11.8  2.2  6.2   W WNW VERY_STEEP  5.8 283
2021 03 21 02 56  2.3  1.0 12.5  2.1  6.2   W WNW VERY_STEEP  5.9 285
2021 03 21 02 26  2.3  0.9 11.8  2.1  6.7   W WNW VERY_STEEP  6.0 290
2021 03 21 01 56  2.5  0.9 10.5  2.4  5.9   W WNW VERY_STEEP  5.8 293
2021 03 21 01 26  2.5  1.1 13.3  2.3  6.2   W WNW VERY_STEEP  6.0 290
2021 03 21 00 56  2.3  1.0 12.5  2.1  5.9   W WNW VERY_STEEP  5.9 290
2021 03 21 00 26  2.1  1.0 13.3  1.9  5.6   W WNW    AVERAGE  5.8 276
2021 03 20 23 56  2.1  0.9 11.1  1.9  5.9   W WNW    AVERAGE  5.8 271
2021 03 20 23 26  2.1  1.1 13.3  1.8  5.6   W WNW    AVERAGE  6.2 281
2021 03 20 22 56  2.1  1.2 12.5  1.7  9.9   W   W    AVERAGE  6.3 274
2021 03 20 22 26  2.1  1.3 12.5  1.7  9.9   W WNW    AVERAGE  6.5 278
2021 03 20 21 56  2.1  1.2 13.3  1.7  9.9   W   W    AVERAGE  6.5 274
2021 03 20 21 26  2.0  1.2 13.3  1.6  9.9   W   W    AVERAGE  6.6 276
2021 03 20 20 56  1.9  1.1 11.8  1.6  9.1   W   W    AVERAGE  6.2 278
2021 03 20 20 26  2.1  1.3 13.3  1.7  9.9   W   W    AVERAGE  6.7 271
2021 03 20 19 56  1.9  1.1 13.3  1.6  9.1   W   W    AVERAGE  6.2 271
2021 03 20 19 26  2.0  1.0 13.3  1.8  9.9   W WNW    AVERAGE  6.0 264
2021 03 20 18 56  2.1  1.2 14.3  1.7  5.3   W WNW    AVERAGE  6.2 279
2021 03 20 18 26  2.0  1.3 11.1  1.6  9.9 WNW WNW    AVERAGE  6.4 285
2021 03 20 17 56  2.1  1.3 11.8  1.7  9.9   W   W    AVERAGE  6.4 276
2021 03 20 17 26  2.1  1.3 14.3  1.7  9.9   W   W    AVERAGE  6.6 272
2021 03 20 16 56  2.4  1.5 12.5  1.9  9.9   W WNW    AVERAGE  6.8 269
2021 03 20 16 26  2.3  1.5 12.5  1.8  9.9   W   W    AVERAGE  6.8 276
2021 03 20 15 56  2.3  1.5 12.5  1.8  5.3   W WNW    AVERAGE  6.7 269
2021 03 20 15 26  2.2  1.6 14.3  1.6  5.3   W WNW      SWELL  7.0 272
2021 03 20 14 56  2.1  1.5 14.3  1.6  9.9   W   W    AVERAGE  6.9 279
2021 03 20 14 26  2.1  1.4 14.3  1.6  9.9   W   W    AVERAGE  6.6 271
2021 03 20 13 56  2.2  1.4 13.3  1.7  9.9   W   W    AVERAGE  6.7 269
2021 03 20 13 26  2.3  1.6 13.3  1.6  9.9   W   W      SWELL  7.2 271
2021 03 20 12 56  2.0  1.4 14.3  1.5  5.0   W WNW    AVERAGE  6.6 274
2021 03 20 12 26  2.1  1.4 14.3  1.5  9.1   W   W    AVERAGE  6.9 278
2021 03 20 11 56  1.9  1.4 11.8  1.4  9.9   W   W      SWELL  7.0 262
2021 03 20 11 26  2.0  1.5 13.3  1.3  9.9   W   W      SWELL  7.3 276
2021 03 20 10 56  1.8  1.3 14.3  1.2  9.1   W   W      SWELL  7.1 274
2021 03 20 10 26  1.9  1.5 13.3  1.2  9.9   W   W      SWELL  7.5 272
2021 03 20 09 56  1.8  1.3 14.3  1.2  9.9   W   W      SWELL  7.0 271
2021 03 20 09 26  1.9  1.5 14.3  1.2  9.9   W   W      SWELL  7.6 272
2021 03 20 08 56  1.9  1.5 14.3  1.2  9.9   W   W      SWELL  7.5 274
2021 03 20 08 26  1.8  1.3 14.3  1.2  9.9   W   W      SWELL  6.9 274
2021 03 20 07 56  1.9  1.6 14.3  1.1  9.9   W   W      SWELL  8.1 272
2021 03 20 07 26  1.9  1.6 12.5  1.0  9.9   W   W      SWELL  9.0 271
2021 03 20 06 56  1.7  1.4 15.4  0.9  9.9   W   W      SWELL  8.9 279
2021 03 20 06 26  1.9  1.6 15.4  1.0  9.9   W   W      SWELL  9.4 274
2021 03 20 05 56  1.6  1.4 15.4  0.9  9.9   W   W      SWELL  9.1 274
2021 03 20 05 26  1.7  1.4 14.3  0.9  9.9   W   W      SWELL  8.5 275
2021 03 20 04 56  1.8  1.5 16.7  1.0  9.9   W   W      SWELL  8.6 275
2021 03 20 04 26  1.6  1.4 15.4  0.9  9.9   W   W      SWELL  8.4 274
2021 03 20 03 56  1.6  1.2 14.3  1.0  9.9   W WNW      SWELL  8.1 276
2021 03 20 03 26  1.5  1.2 13.3  0.9  9.9   W   W      SWELL  8.1 281
2021 03 20 02 56  1.5  1.1 12.5  1.0  9.9   W WNW      SWELL  7.2 279
2021 03 20 02 26  1.5  1.1 14.3  1.0  7.1   W WSW      SWELL  7.0 276
2021 03 20 01 56  1.5  1.1 11.8  1.0  9.9   W   W      SWELL  7.1 278
2021 03 20 01 26  1.4  1.0 13.3  1.0  7.1   W WSW      SWELL  6.8 271
2021 03 20 00 56  1.5  1.1 13.3  1.0  7.1   W WSW      SWELL  7.0 275
2021 03 20 00 26  1.3  0.9 13.3  1.0  7.7   W   W    AVERAGE  6.7 278
2021 03 19 23 56  1.3  0.9 12.5  1.0  7.1   W WSW    AVERAGE  6.7 267
2021 03 19 23 26  1.3  0.9 13.3  0.9  7.7   W WSW      SWELL  7.0 262
2021 03 19 22 56  1.1  0.8 13.3  0.8  7.1   W WSW      SWELL  6.9 275
2021 03 19 22 26  1.1  0.7 13.3  0.9  7.7   W WSW    AVERAGE  6.8 272
2021 03 19 21 56  1.1  0.7 12.5  0.9  7.7 WSW WSW    AVERAGE  6.8 258
2021 03 19 21 26  1.1  0.6 12.5  0.9  7.7 WSW WSW    AVERAGE  6.3 251
2021 03 19 20 56  1.1  0.7 13.3  0.8  8.3 WSW   W    AVERAGE  6.5 251
2021 03 19 19 26  1.1  0.6 12.5  0.9  7.7  SW   W    AVERAGE  6.7 260
2021 03 19 18 56  0.9  0.6 12.5  0.8  7.1  SW   W    AVERAGE  6.5 223
2021 03 19 18 26  0.9  0.5 13.3  0.8  7.7 WSW WSW    AVERAGE  6.5 243
2021 03 19 17 56  1.0  0.5 12.5  0.8  7.7  SW   W    AVERAGE  5.9 223
2021 03 19 17 26  0.9  0.5 13.3  0.8  7.1 SSW WSW    AVERAGE  5.9 203
2021 03 19 16 56  1.0  0.5 14.3  0.9  8.3  SW   W    AVERAGE  5.8 261
2021 03 19 16 26  1.0  0.5 13.3  0.9  8.3  SW   W    AVERAGE  5.8 260
2021 03 19 15 56  1.0  0.5 14.3  0.9  7.7 WSW   W    AVERAGE  5.5 241
2021 03 19 15 26  1.1  0.5 12.5  1.0  7.7  SW   W    AVERAGE  5.7 264
2021 03 19 14 56  1.0  0.5 13.3  0.9  7.7  SW   W    AVERAGE  5.5 220
2021 03 19 14 26  1.0  0.5 13.3  0.9  8.3  SW WSW    AVERAGE  5.4 215
2021 03 19 13 56  1.0  0.4 13.3  0.9  7.7 SSW   W    AVERAGE  5.5 212
2021 03 19 13 26  1.0  0.5 12.5  0.9  7.1 SSW   W    AVERAGE  5.4 195
2021 03 19 12 56  1.0  0.5 13.3  0.9  7.1 SSW   W    AVERAGE  5.3 199
2021 03 19 12 26  1.0  0.5 13.3  0.9  8.3  SW   W    AVERAGE  5.5 219
2021 03 19 11 56  1.0  0.5 13.3  0.9  8.3 SSW   W    AVERAGE  5.4 213
2021 03 19 11 26  0.9  0.5 13.3  0.8  8.3 SSW   W    AVERAGE  5.1 202
2021 03 19 10 56  0.9  0.5 13.3  0.7  6.2  SW WSW    AVERAGE  5.0 219
2021 03 19 10 26  0.8  0.5 13.3  0.7  8.3   S   W    AVERAGE  5.5 185
2021 03 19 09 56  0.8  0.5 13.3  0.6  8.3  SW   W        N/A  5.4 227
2021 03 19 09 26  0.8  0.4 13.3  0.6  9.9 SSW WSW        N/A  5.3 209
2021 03 19 08 56  0.8  0.5 13.3  0.6  9.9 SSW WSW        N/A  5.3 207
2021 03 19 08 26  0.8  0.5 13.3  0.7  3.9   S   W    AVERAGE  5.1 188
2021 03 19 07 56  0.8  0.5 13.3  0.7  3.5 SSW   W    AVERAGE  4.7 212
2021 03 19 07 26  0.8  0.5 13.3  0.6  3.6 SSW   W        N/A  4.6 207
2021 03 19 06 56  0.7  0.4 13.3  0.6  3.3 SSW   W        N/A  4.6 202
2021 03 19 06 26  0.7  0.4 14.3  0.6  3.2 SSW   W        N/A  4.5 206
2021 03 19 05 56  0.8  0.5 13.3  0.6  3.5 SSW   W        N/A  4.5 200
2021 03 19 05 26  0.7  0.4 13.3  0.5  3.6 SSW   W        N/A  4.8 205
2021 03 19 04 56  0.7  0.4 14.3  0.6  3.5  SW   W        N/A  4.8 217
2021 03 19 04 26  0.7  0.4 14.3  0.6  3.9  SW   W        N/A  4.5 219
2021 03 19 03 56  0.8  0.4 13.3  0.6  3.9  SW   W        N/A  4.7 222
2021 03 19 03 26  0.7  0.3 14.3  0.7  3.9  SW   W        N/A  4.2 233
2021 03 19 02 56  0.8  0.4 11.8  0.8  4.0  SW   W VERY_STEEP  4.3 274
2021 03 19 02 26  0.8  0.4 14.3  0.7  4.0 SSW   W    AVERAGE  4.5 206
2021 03 19 01 56  0.8  0.4 13.3  0.8  4.2  SW   W    AVERAGE  4.3 216
2021 03 19 01 26  0.9  0.4 14.3  0.8  4.0 SSW   W    AVERAGE  4.4 207
2021 03 19 00 56  0.9  0.4 14.3  0.8  4.0  SW   W    AVERAGE  4.5 223
2021 03 19 00 26  0.8  0.4 13.3  0.7  3.5   S   W    AVERAGE  4.4 191
2021 03 18 23 56  0.8  0.4 14.3  0.7  3.9 SSW   W    AVERAGE  4.6 209
2021 03 18 23 26  0.7  0.4 14.3  0.6  8.3   S   W        N/A  4.9 185
2021 03 18 22 56  0.7  0.4 13.3  0.5  8.3   S   W        N/A  5.3 175
2021 03 18 22 26  0.7  0.5 13.3  0.5  9.1 SSW   W        N/A  5.9 193
2021 03 18 21 56  0.6  0.5 14.3  0.5  9.9 SSW WSW        N/A  6.7 202
2021 03 18 21 26  0.6  0.4 13.3  0.4  8.3   S WSW        N/A  6.4 186
2021 03 18 20 56  0.6  0.4 13.3  0.4  8.3 SSW   W        N/A  6.5 199
2021 03 18 20 26  0.6  0.4 13.3  0.5  8.3  SW   W        N/A  6.5 217
2021 03 18 19 56  0.6  0.4 13.3  0.5  8.3 SSW   W        N/A  6.2 210
2021 03 18 19 26  0.6  0.4 13.3  0.5  9.9  SW WSW        N/A  5.6 215
2021 03 18 18 56  0.7  0.5 14.3  0.5  9.9 SSW WSW        N/A  6.5 209
2021 03 18 18 26  0.7  0.4 14.3  0.5  8.3   S   W        N/A  5.6 184
2021 03 18 17 56  0.7  0.4 13.3  0.6  8.3 SSW   W        N/A  5.3 213
2021 03 18 17 26  0.7  0.3 13.3  0.6  9.9  SW   W        N/A  4.9 219
2021 03 18 15 26  0.8  0.3 14.3  0.7  9.1 SSW   W        N/A  4.4 193
2021 03 18 14 56  0.8  0.4 13.3  0.8  8.3 SSW   W    AVERAGE  4.6 203
2021 03 18 13 56  0.8  0.4 14.3  0.7  9.1   S   W    AVERAGE  4.7 181
2021 03 18 12 26  0.8  0.4 13.3  0.7  9.1  SW   W    AVERAGE  5.2 219
2021 03 18 11 56  0.8  0.4 14.3  0.7  9.1  SW   W    AVERAGE  5.4 223
2021 03 18 11 26  0.8  0.4 14.3  0.7  9.9   S   W    AVERAGE  5.5 186
2021 03 18 10 56  0.9  0.5 14.3  0.8  9.9 SSW   W    AVERAGE  5.5 198
2021 03 18 10 26  0.9  0.4 14.3  0.8  9.1 SSW   W    AVERAGE  5.6 274
2021 03 18 09 56  0.9  0.4 14.3  0.8  9.9   S   W    AVERAGE  5.9 276
2021 03 18 09 26  0.9  0.5 14.3  0.8  9.9   S WNW    AVERAGE  5.9 282
2021 03 18 08 56  0.9  0.4 10.5  0.8  9.1   W   W    AVERAGE  5.5 268
2021 03 18 08 26  0.9  0.4 10.5  0.8  9.9   W   W    AVERAGE  5.6 275
2021 03 18 07 56  0.9  0.5 14.3  0.7  9.9 SSW   W    AVERAGE  5.5 196
2021 03 18 07 26  0.9  0.4 14.3  0.8  9.9  SW   W    AVERAGE  5.6 269
2021 03 18 06 56  0.9  0.4 14.3  0.8  9.9   S WNW    AVERAGE  5.6 282
2021 03 18 06 26  0.9  0.4 14.3  0.8  9.9 SSW WNW    AVERAGE  5.4 195
2021 03 18 05 56  0.9  0.5 14.3  0.8  9.9 SSW   W    AVERAGE  5.1 196
2021 03 18 05 26  0.9  0.5 14.3  0.8  9.9   S   W    AVERAGE  4.9 179
2021 03 18 04 56  0.9  0.4 14.3  0.8  9.9   S   W    AVERAGE  4.8 184
2021 03 18 04 26  0.9  0.5 14.3  0.8  9.9 SSW   W    AVERAGE  5.5 195
2021 03 18 03 56  1.0  0.5 14.3  0.8  9.9 SSW   W    AVERAGE  5.7 278
2021 03 18 03 26  0.9  0.4 10.5  0.8  9.1   W WNW    AVERAGE  5.8 282
2021 03 18 02 56  0.9  0.5 10.5  0.8  9.9   W WNW    AVERAGE  6.5 275
2021 03 18 02 26  0.9  0.4 14.3  0.8  9.9  SW   W    AVERAGE  6.3 215
2021 03 18 01 56  0.9  0.5 14.3  0.8  9.9 SSW WNW    AVERAGE  6.5 205
2021 03 18 01 26  0.9  0.4 14.3  0.8  9.9 SSW WNW    AVERAGE  6.4 202
2021 03 18 00 56  0.9  0.6 10.5  0.7  9.9   W   W    AVERAGE  7.0 274
2021 03 18 00 26  0.9  0.5 14.3  0.7  9.9 SSW   W    AVERAGE  6.8 207
2021 03 17 23 56  0.9  0.5 14.3  0.7  9.9 SSW   W    AVERAGE  6.8 199
2021 03 17 23 26  0.8  0.5 14.3  0.7  7.7   S   W    AVERAGE  7.0 185
2021 03 17 22 56  0.8  0.4 11.1  0.7  9.9   W   W    AVERAGE  6.8 279
2021 03 17 22 26  0.9  0.6 15.4  0.7  7.7 SSW   W    AVERAGE  7.3 192
2021 03 17 21 56  0.9  0.6 15.4  0.7  9.9   S   W    AVERAGE  7.6 184
2021 03 17 21 26  0.8  0.4 15.4  0.7  9.9 SSW   W    AVERAGE  7.0 198
2021 03 17 20 56  0.9  0.5 11.1  0.7  9.9   W   W    AVERAGE  7.5 272
2021 03 17 20 26  0.9  0.5 14.3  0.7  9.9 SSW   W    AVERAGE  7.3 193
2021 03 17 19 56  0.9  0.5 15.4  0.8  8.3   S   W    AVERAGE  6.9 191
2021 03 17 19 26  1.0  0.5 11.1  0.8  9.9   W WNW    AVERAGE  7.0 278
2021 03 17 18 56  1.1  0.6 10.5  0.9  9.9   W   W    AVERAGE  7.4 267
2021 03 09 17 26  1.9  1.0 10.5  1.6  5.0   W WNW    AVERAGE  5.7 269
2021 03 09 16 56  1.8  0.7 11.1  1.7  5.0   W   W VERY_STEEP  5.4 281
2021 03 09 16 26  1.8  0.8 13.3  1.6  5.0   W WNW VERY_STEEP  5.7 286
2021 03 09 15 56  1.9  0.9 12.5  1.7  5.0   W WNW VERY_STEEP  5.8 286
2021 03 09 15 26  1.9  1.0 11.8  1.6  5.0   W WNW    AVERAGE  5.8 274
2021 03 09 14 56  1.8  1.0 11.8  1.6  4.8   W WNW    AVERAGE  5.7 274
2021 03 09 14 26  1.8  1.0 11.1  1.5  9.1   W   W    AVERAGE  6.0 274
2021 03 09 13 56  1.8  1.1 11.8  1.5  4.5   W WNW    AVERAGE  6.1 271
2021 03 09 13 26  1.7  1.0 12.5  1.4  4.5 WSW   W    AVERAGE  6.0 255
2021 03 09 12 26  1.6  1.0 13.3  1.3  9.1   W   W    AVERAGE  6.3 271
2021 03 09 11 56  1.7  1.0 12.5  1.4  9.1   W   W    AVERAGE  6.1 264
2021 03 09 11 26  1.6  0.9 12.5  1.3  9.9   W   W    AVERAGE  5.9 265
2021 03 09 10 56  1.7  1.1 14.3  1.4  4.8   W WNW    AVERAGE  6.1 274
2021 03 09 10 26  1.7  1.0 13.3  1.4  5.0   W   W    AVERAGE  6.0 264
2021 03 09 09 56  1.7  1.1 13.3  1.4  9.9   W   W    AVERAGE  6.2 264
2021 03 09 09 26  1.7  0.9 10.5  1.5  5.0   W WNW    AVERAGE  5.9 269
2021 03 09 08 56  1.7  0.9 13.3  1.4  9.9   W   W    AVERAGE  5.9 269
2021 03 09 08 26  1.7  0.9 13.3  1.4  5.0 WSW WNW    AVERAGE  5.9 257
2021 03 09 07 56  1.9  1.0 12.5  1.6  9.9   W   W    AVERAGE  6.0 271
2021 03 09 07 26  1.9  1.0 11.8  1.6  9.9   W   W    AVERAGE  5.9 274
2021 03 09 06 56  2.0  1.2 11.8  1.7  5.3   W WNW    AVERAGE  6.0 269
2021 03 09 06 26  2.0  0.9 11.8  1.7  4.8 WSW WNW VERY_STEEP  5.6 290
2021 03 09 05 56  2.0  1.0 11.8  1.7  5.6   W WNW    AVERAGE  6.0 264
2021 03 09 05 26  1.9  1.0 12.5  1.6  5.3   W WNW    AVERAGE  5.9 278
2021 03 09 04 56  2.0  1.0 12.5  1.7  5.3   W WNW VERY_STEEP  5.9 285
2021 03 09 04 26  2.0  1.0 13.3  1.7  5.3 WSW WNW    AVERAGE  5.6 252
2021 03 09 03 56  1.9  1.1 11.8  1.6  9.9   W   W    AVERAGE  6.1 267
2021 03 09 03 26  1.9  1.0 13.3  1.6  5.3 WSW   W    AVERAGE  5.9 248
2021 03 09 02 56  1.8  1.0 13.3  1.5  5.6   W   W VERY_STEEP  5.8 274
2021 03 09 02 26  1.9  1.1 13.3  1.6  5.3   W   W    AVERAGE  5.8 264
2021 03 09 01 56  2.0  1.1 14.3  1.7  5.3   W   W    AVERAGE  5.9 271
2021 03 09 01 26  1.9  0.9 11.8  1.7  5.3   W   W VERY_STEEP  5.5 272
2021 03 09 00 56  1.8  1.0 13.3  1.5  5.3   W   W    AVERAGE  5.7 262
2021 03 09 00 26  1.9  1.0 13.3  1.7  5.3 WSW WNW    AVERAGE  5.5 257
2021 03 08 23 56  1.9  1.1 13.3  1.6  5.0   W   W    AVERAGE  5.7 260
2021 03 08 23 26  1.8  0.9 13.3  1.6  5.3 WSW   W    AVERAGE  5.4 257
2021 03 08 22 56  1.8  0.9 13.3  1.5  4.8   W   W    AVERAGE  5.3 265
2021 03 08 22 26  1.7  0.9 13.3  1.4  4.8   W   W    AVERAGE  5.6 274
2021 03 08 21 56  1.6  0.8 13.3  1.4  4.8 WSW   W    AVERAGE  5.3 245
2021 03 08 21 26  1.6  0.8 12.5  1.3  9.9   W   W    AVERAGE  5.6 267
2021 03 08 20 56  1.6  0.9 13.3  1.3  9.9   W   W    AVERAGE  5.9 261
2021 03 08 20 26  1.5  0.8 12.5  1.3  5.3 WSW   W    AVERAGE  5.4 244
2021 03 08 19 56  1.6  0.8 13.3  1.4  9.1 WSW   W    AVERAGE  5.7 240
2021 03 08 19 26  1.6  0.8 11.8  1.4  4.8 WSW WNW    AVERAGE  5.3 251
2021 03 08 18 56  1.6  0.7 11.8  1.4  7.7   W   W    AVERAGE  5.4 268
2021 03 08 18 26  1.5  0.7 11.1  1.4  9.9   W   W    AVERAGE  5.5 261
2021 03 08 17 56  1.6  0.7 11.1  1.4  8.3   W   W    AVERAGE  5.6 264
2021 03 08 17 26  1.6  0.7 11.1  1.4  5.6   W   W    AVERAGE  5.5 274
2021 03 08 16 56  1.6  0.8 11.8  1.4  5.6   W   W    AVERAGE  5.6 264
2021 03 08 16 26  1.5  0.7 13.3  1.4  9.9 WSW   W    AVERAGE  5.6 248
2021 03 08 15 56  1.6  0.7 10.5  1.4  9.9 WSW   W    AVERAGE  5.8 260
2021 03 08 14 56  1.6  0.8 13.3  1.4  8.3 WSW   W    AVERAGE  5.6 248
2021 03 08 14 26  1.6  0.8 13.3  1.4  9.9 WSW   W    AVERAGE  5.6 240
2021 03 08 13 56  1.6  0.8 13.3  1.4  4.8 WSW WNW    AVERAGE  5.3 247
2021 03 08 13 26  1.6  0.8 12.5  1.4  9.9 WSW   W    AVERAGE  5.4 258
2021 03 08 12 56  1.5  0.9 13.3  1.3  9.1 WSW   W    AVERAGE  5.7 258
2021 03 08 12 26  1.5  0.9 12.5  1.2  9.9 WSW   W    AVERAGE  6.1 245
2021 03 08 11 56  1.3  0.8 12.5  1.1  9.9   W   W    AVERAGE  6.1 264
2021 03 08 11 26  1.3  0.8 13.3  1.1  9.9 WSW   W    AVERAGE  6.2 254
2021 03 08 10 56  1.3  0.8 13.3  1.0  9.9 WSW WSW    AVERAGE  6.4 244
2021 03 08 10 26  1.3  0.8 11.8  1.0  9.9 WSW   W    AVERAGE  6.7 257
2021 03 08 09 56  1.4  0.9 14.3  1.1  9.1 WSW   W    AVERAGE  6.8 241
2021 03 08 09 26  1.3  0.8 11.8  1.1  9.9   W   W    AVERAGE  6.4 264
2021 03 08 08 56  1.3  0.8 13.3  1.1  9.9   W   W    AVERAGE  6.4 260
2021 03 08 08 26  1.4  0.9 14.3  1.1  9.9 WSW   W    AVERAGE  6.6 252
2021 03 08 07 56  1.4  0.9 14.3  1.1  9.9   W   W    AVERAGE  6.4 260
2021 03 08 07 26  1.4  0.8 12.5  1.1  7.7   W   W    AVERAGE  6.5 267
2021 03 08 06 56  1.4  0.9 10.5  1.1  9.9   W   W    AVERAGE  6.9 272
2021 03 08 06 26  1.4  0.8 11.8  1.1  9.9   W   W    AVERAGE  7.0 269
2021 03 08 05 56  1.4  1.0 13.3  1.0  9.9 WSW   W      SWELL  8.0 251
2021 03 08 05 26  1.5  1.0 11.1  1.1  9.9   W   W    AVERAGE  7.7 268
2021 03 08 04 56  1.4  0.9 11.1  1.1  9.1   W   W    AVERAGE  7.6 271
2021 03 08 04 26  1.5  1.1 14.3  1.1  9.9   W   W      SWELL  8.1 264
2021 03 08 03 56  1.4  1.0 14.3  1.0  9.9 WSW   W      SWELL  7.8 241
2021 03 08 03 26  1.5  1.1 13.3  1.1  9.9 WSW   W      SWELL  8.1 257
2021 03 08 02 56  1.5  1.0 14.3  1.1  9.1   W   W    AVERAGE  7.8 268
2021 03 08 02 26  1.4  1.0 12.5  1.1  9.9   W   W    AVERAGE  8.2 264
2021 03 08 01 56  1.5  1.1 14.3  1.1  9.9 WSW   W      SWELL  8.7 257
2021 03 08 01 26  1.5  1.1 12.5  1.0  7.7   W   W      SWELL  8.6 265
2021 03 08 00 56  1.5  1.0 14.3  1.1  9.9 WSW   W    AVERAGE  8.1 252
2021 03 08 00 26  1.5  1.0 13.3  1.1  9.9   W   W    AVERAGE  8.2 267
2021 03 07 23 56  1.7  1.2 13.3  1.2  9.9   W   W      SWELL  8.2 264
2021 03 07 23 26  1.6  1.1 13.3  1.3  9.9   W   W    AVERAGE  8.1 261
2021 03 07 22 56  1.7  1.2 12.5  1.2  7.7   W   W      SWELL  8.1 261
2021 03 07 22 26  1.7  1.0 13.3  1.4  7.7 WSW   W    AVERAGE  7.7 255
2021 03 07 21 56  1.8  1.2 14.3  1.3  9.1 WSW   W    AVERAGE  8.1 248
2021 03 07 21 26  1.8  1.2 14.3  1.4  9.9   W   W    AVERAGE  8.1 267
2021 03 07 20 56  1.7  1.1 13.3  1.4  9.9   W   W    AVERAGE  7.6 272
2021 03 07 20 26  1.8  1.1 10.5  1.5  9.1   W   W    AVERAGE  7.6 272
2021 03 07 19 56  1.9  1.1 14.3  1.5  8.3 WSW   W    AVERAGE  7.5 254
2021 03 07 19 26  1.8  1.1 10.5  1.5  9.9   W   W    AVERAGE  7.8 271
2021 03 07 18 56  1.9  1.1 11.8  1.5  8.3   W   W    AVERAGE  7.5 268
2021 03 07 18 26  1.8  1.2 14.3  1.4  9.9 WSW WNW    AVERAGE  7.8 247
2021 03 07 17 56  1.8  1.0 12.5  1.6  9.1   W   W    AVERAGE  7.4 275
2021 03 07 17 26  2.0  1.3 14.3  1.5  9.1   W   W    AVERAGE  8.3 268
2021 03 07 16 56  1.9  1.1 12.5  1.6  7.7   W WNW    AVERAGE  7.9 261
2021 03 07 16 26  1.8  1.0 11.1  1.5  8.3   W   W    AVERAGE  7.8 275
2021 03 07 15 56  1.9  1.1 12.5  1.5  9.9   W   W    AVERAGE  8.2 269
2021 03 07 15 26  1.8  1.1 11.8  1.5  7.7   W   W    AVERAGE  7.9 275
2021 03 07 14 56  1.9  1.1 13.3  1.5  9.1   W   W    AVERAGE  8.2 274
2021 03 07 14 26  2.0  1.1 11.8  1.7  9.9   W   W    AVERAGE  8.2 272
2021 03 07 13 56  1.9  1.2 14.3  1.5  8.3 WSW   W    AVERAGE  8.0 251
2021 03 07 13 26  2.0  1.2 14.3  1.6  8.3 WSW   W    AVERAGE  8.1 257
2021 03 07 12 56  1.8  1.2 11.8  1.4  9.9   W   W    AVERAGE  7.9 264
2021 03 07 12 26  1.9  1.2 12.5  1.5  9.9   W   W    AVERAGE  8.3 261
2021 03 07 11 56  1.9  1.3 12.5  1.4  8.3   W   W    AVERAGE  8.4 268
2021 03 07 11 26  1.9  1.4 11.8  1.4  9.9   W   W      SWELL  8.4 268
2021 03 07 10 56  1.9  1.3 12.5  1.4  9.9   W   W    AVERAGE  8.2 262
2021 03 07 10 26  1.9  1.2 15.4  1.5  9.1 WSW   W    AVERAGE  7.7 245
2021 03 07 09 26  2.0  1.3 12.5  1.5  8.3   W   W    AVERAGE  7.7 265
2021 03 07 08 56  2.1  1.3 12.5  1.6  8.3   W   W    AVERAGE  7.5 268
2021 03 07 08 26  2.0  1.3 13.3  1.5  9.1   W   W    AVERAGE  7.3 265
2021 03 07 07 26  2.1  1.2 15.4  1.7  7.7 WSW   W    AVERAGE  6.9 248
2021 03 07 06 56  2.2  1.2 13.3  1.8  5.9   W   W    AVERAGE  6.7 265
2021 03 07 06 26  2.2  1.3 13.3  1.9  7.7   W   W    AVERAGE  6.8 268
2021 03 07 05 56  2.2  1.3 14.3  1.8  5.9   W   W    AVERAGE  6.8 267
2021 03 07 05 26  2.3  1.3 14.3  1.9  7.1   W   W    AVERAGE  6.7 261
2021 03 07 04 56  2.2  1.1 15.4  1.9  7.1 WSW   W    AVERAGE  6.4 255
2021 03 07 04 26  2.3  1.2 14.3  2.0  6.2   W WNW    AVERAGE  6.3 261
2021 03 07 03 56  2.3  1.2 15.4  2.0  5.9 WSW WNW    AVERAGE  6.3 254
2021 03 07 03 26  2.2  1.3 15.4  1.8  5.6 WSW WNW    AVERAGE  6.6 250
2021 03 07 02 56  2.1  1.1 14.3  1.8  5.6 WSW   W    AVERAGE  6.2 255
2021 03 07 02 26  2.1  1.3 15.4  1.7  7.1 WSW   W    AVERAGE  6.6 257
2021 03 07 01 56  2.2  1.2 15.4  1.8  9.9 WSW WSW    AVERAGE  6.6 240
